ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (i),ATMOSPHERIC PRESSURE (hPa),TEMPERATURE (F),RELATIVE HUMIDITY (%),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Altitude-atmospheric pressure ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,GPS NMEA,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
9.9802,-1.4862,-0.4238,9.6204,-1.557,-1.093,0.3599,0.0708,0.6693,0.0805,-0.013,0.0606,0,-12.85,-21.1,27.5,131.46,9.14,-96.48,3.1,966.14,82.3,23.1,71.152,39.704185,-78.62976,1351.61,1614.033459,,126.9,16.129032,238.3,16 / 19,"$GPRMC,183130,A,3942.250918,N,07837.785353,W,68.5,238.3,150117,0.0,E,D*39::$GPGSA,A,3,01,10,11,12,14,15,18,20,21,24,25,27,1.2,0.9,0.8*3E::$GPGGA,183130,3942.250918,N,07837.785353,W,2,14,0.9,461.0,M,-42.0,M,,*70::$GPGSV,3,1,19,10,77,146,19,12,28,077,30,14,45,286,20,18,45,140,23*75::$GPVTG,238.3,T,238.3,M,68.5,N,126.9,K,D*11::$GLGSV,2,1,19,74,53,045,28,76,11,195,20,75,59,168,22,65,55,340,22*6B",6400007,2017-01-15 17:41:40:738
9.9335,-0.4094,0.3699,9.7447,-0.8055,0.75,0.1888,0.396,-0.3801,0.0472,-0.0423,0.0587,0,-13.29,-20.62,27.9,127.04,4.71,-85.6,3.1,967.04,82.2,23.1,70.92,39.702057,-78.63275,1438.71,1614.033459,,126,32.258064,224.9,16 / 19,"$GPRMC,183140,A,3942.123461,N,07837.964984,W,68.0,224.9,150117,0.0,E,D*39::$GPGSA,A,3,01,10,11,12,14,15,18,20,21,24,25,27,1.2,0.8,0.8*3F::$GPGGA,183140,3942.123461,N,07837.964984,W,2,14,0.8,488.0,M,-42.0,M,,*74::$GPGSV,3,3,19,32,65,324,25,11,08,302,,21,00,000,*4B::$GPVTG,224.9,T,224.9,M,68.0,N,126.0,K,D*1D::$GLGSV,2,2,19,71,08,115,17,72,53,087,28,66,06,309,,81,10,310,*60",6410007,2017-01-15 17:41:50:738
9.4798,-0.7596,1.0648,9.6546,-0.7551,1.5458,-0.1747,-0.0044,-0.481,0.0078,-0.0255,0.063,0,-12.4,-21.23,28.96,125.15,4.43,-80.93,3.1,969.26,82.2,23.2,72.348,39.699688,-78.63543,1412.9,1610.939849,,127.8,32.258064,221.1,16 / 19,"$GPRMC,183150,A,3941.981387,N,07838.126109,W,69.0,221.1,150117,0.0,E,D*34::$GPGSA,A,3,01,10,11,12,14,15,18,20,21,24,25,27,1.1,0.8,0.8*3C::$GPGGA,183150,3941.981387,N,07838.126109,W,2,14,0.8,480.0,M,-42.0,M,,*7D::$GPGSV,3,3,19,32,65,324,25,11,08,302,,21,00,000,*4B::$GPVTG,221.1,T,221.1,M,69.0,N,127.8,K,D*15::$GLGSV,2,2,19,81,10,310,13,71,08,115,17,72,53,087,30,66,06,309,*6B",6420008,2017-01-15 17:42:00:739
9.4475,-0.3184,0.9738,9.7147,-0.1193,1.3347,-0.2671,-0.1991,-0.3609,0.0124,-0.0249,0.0703,0,-12.11,-23.67,30.94,126.68,0.73,-82.18,3.1,972.16,82.2,23,71.265,39.697468,-78.638535,1354.84,1610.939849,,131.4,29.032257,231.2,16 / 19,"$GPRMC,183200,A,3941.848130,N,07838.312189,W,71.0,231.2,150117,0.0,E,D*3E::$GPGSA,A,3,01,10,11,12,14,15,18,20,21,24,25,27,1.1,0.8,0.8*3C::$GPGGA,183200,3941.848130,N,07838.312189,W,2,14,0.8,462.0,M,-42.0,M,,*70::$GPGSV,3,2,19,14,45,288,21,18,43,140,30,24,18,046,22,25,30,125,28*78::$GPVTG,231.2,T,231.2,M,71.0,N,131.4,K,D*17::$GLGSV,2,2,19,81,10,310,19,72,53,087,29,66,06,309,,71,08,115,*6F",6430008,2017-01-15 17:42:10:738
9.8934,-0.7039,1.1827,9.7079,-0.5655,1.2681,0.1856,-0.1384,-0.0853,0.0197,-0.0286,0.0648,0,-12.4,-27.48,33.21,128.63,3.32,-82.55,3.1,975.25,82.2,23,71.684,39.695705,-78.64245,1280.65,1453.719354,,127.8,32.258064,247.6,16 / 19,"$GPRMC,183211,A,3941.742111,N,07838.547045,W,69.0,247.6,150117,0.0,E,D*33::$GPGSA,A,3,01,10,11,12,14,15,18,20,21,24,25,27,1.1,0.8,0.8*3C::$GPGGA,183211,3941.742111,N,07838.547045,W,2,14,0.8,439.0,M,-42.0,M,,*7F::$GPGSV,3,3,19,31,32,216,20,32,65,324,23,21,00,000,*40::$GPVTG,247.6,T,247.6,M,69.0,N,127.8,K,D*15::$GLGSV,2,2,19,65,56,340,21,81,10,310,25,72,53,087,27,71,08,115,*66",6440007,2017-01-15 17:42:20:738
10.1628,-0.6177,0.7308,9.7591,-0.2689,0.9264,0.4037,-0.3488,-0.1956,0.0344,-0.0264,0.077,0,-13.41,-30.97,32.8,132.52,1.54,-84.56,3.1,978.15,82.2,23.1,71.539,39.694935,-78.64594,1200,1453.719354,,124.2,32.258064,259.5,16 / 19,"$GPRMC,183220,A,3941.696050,N,07838.756685,W,67.1,259.5,150117,0.0,E,D*36::$GPGSA,A,1,,,,,,,,,,,,,,,*1E::$GPGGA,183220,3941.696050,N,07838.756685,W,2,14,0.8,414.0,M,-42.0,M,,*76::$GPGSV,3,3,19,31,32,216,28,32,65,324,33,21,00,000,*49::$GPVTG,259.5,T,259.5,M,67.1,N,124.2,K,D*13::$GLGSV,2,2,19,65,56,340,28,81,10,310,21,72,53,087,25,71,08,115,*69",6450007,2017-01-15 17:42:30:738
10.3759,-1.6394,0.1652,9.745,-1.066,0.2621,0.2174,0.0446,-0.0417,0.0591,-0.0441,0.0624,0,-11.44,-30,30.11,135.6,6.24,-88.43,3.1,980.47,82.2,23.1,72.219,39.694477,-78.6498,1125.81,1290.023886,,124.2,32.258064,260.1,16 / 19,"$GPRMC,183230,A,3941.668600,N,07838.987833,W,67.1,260.1,150117,0.0,E,D*3A::$GPGSA,A,3,01,10,11,12,14,15,18,20,21,24,25,27,1.1,0.8,0.8*3C::$GPGGA,183230,3941.668600,N,07838.987833,W,2,14,0.8,391.0,M,-42.0,M,,*7E::$GPGSV,3,3,19,31,32,216,25,32,65,324,32,21,00,000,*45::$GPVTG,260.1,T,260.1,M,67.1,N,124.2,K,D*13::$GLGSV,2,2,19,65,56,340,27,81,10,310,26,72,53,087,18,71,08,115,*6F",6460007,2017-01-15 17:42:40:738
9.4272,-0.9768,0.4369,9.7656,-0.7303,-0.5205,-0.3384,-0.2465,0.9575,0.0594,-0.0356,0.0657,0,-12.74,-23.97,28.31,132.55,4.26,-93.12,3.1,982.55,82.1,23.1,71.011,39.693314,-78.65363,1090.32,1290.023886,,132.3,32.258064,237.3,16 / 19,"$GPRMC,,V,,,,,,,,,,N*53::$GPGSA,A,3,01,10,11,12,14,15,18,20,21,24,25,27,1.1,0.8,0.8*3C::$GPGGA,,,,,,0,,,,,,,,*66::$GPGSV,3,3,19,31,32,216,33,32,65,324,21,21,00,000,*40::$GPVTG,,T,,M,,N,,K,N*2C::$GLGSV,2,2,19,65,56,340,19,81,10,310,21,72,53,087,17,71,08,115,*6A",6470008,2017-01-15 17:42:50:739
9.2314,-0.4112,0.6297,9.697,-1.0893,0.9761,-0.4655,0.6781,-0.3464,0.0295,-0.0246,0.0462,0,-12.31,-21.05,28.43,126.99,6.41,-84.25,3.1,985.53,82.5,23.1,71.952,39.690746,-78.65704,1012.9,1143.357186,,138.6,35.48387,223.4,15 / 18,"$GPRMC,183251,A,3941.444792,N,07839.422428,W,74.8,223.4,150117,0.0,E,D*37::$GPGSA,A,3,01,10,11,12,14,15,18,20,21,24,25,27,1.5,1.2,0.9*32::$GPGGA,183251,3941.444792,N,07839.422428,W,2,14,1.2,356.0,M,-42.0,M,,*7A::$GPGSV,3,3,18,31,32,216,36,32,65,326,25*71::$GPVTG,223.4,T,223.4,M,74.8,N,138.6,K,D*11::$GLGSV,2,2,18,65,56,340,27,81,10,310,21,72,53,087,31,71,08,115,*62",6480007,2017-01-15 17:43:00:739
10.1137,-0.413,0.6602,9.7619,-0.6658,0.6576,0.3518,0.2528,0.0026,0.0344,-0.0512,0.0691,0,-12.26,-20.64,29.04,126.02,3.89,-86.11,3.1,988.56,82.3,23.1,73.119,39.688416,-78.65991,974.19,1143.357186,,144.9,38.709675,223.5,15 / 18,"$GPRMC,,V,,,,,,,,,,N*53::$GPGSA,A,1,,,,,,,,,,,,,,,*1E::$GPGGA,,,,,,0,,,,,,,,*66::$GPGSV,3,2,18,14,45,288,20,18,43,140,16,24,17,046,16,25,30,125,27*7B::$GPVTG,,T,,M,,N,,K,N*2C::$GLGSV,2,2,18,65,56,340,28,81,10,310,24,72,53,087,30,71,08,115,*69",6490008,2017-01-15 17:43:10:738
10.3669,-0.6476,1.9549,9.6806,-0.4499,1.5011,0.6863,-0.1977,0.4537,0.009,-0.042,0.0761,0,-11.94,-21.82,29.62,125.32,2.63,-81.19,3.1,991.06,82.4,23,71.819,39.68594,-78.66323,880.65,982.8871895,,140.4,32.258064,228.7,16 / 19,"$GPRMC,183310,A,3941.156428,N,07839.793717,W,75.8,228.7,150117,0.0,E,D*38::$GPGSA,A,3,01,10,11,12,14,15,18,20,21,24,25,27,1.3,0.9,0.9*3E::$GPGGA,183310,3941.156428,N,07839.793717,W,2,14,0.9,315.0,M,-42.0,M,,*71::$GPGSV,3,3,19,32,65,326,30,01,09,320,*7E::$GPVTG,228.7,T,228.7,M,75.8,N,140.4,K,D*1D::$GLGSV,3,3,19,71,07,115,*59",6500007,2017-01-15 17:43:20:738
9.3146,-1.5832,1.5107,9.6508,-1.3548,1.0938,-0.3362,-0.2284,0.417,0.0219,-0.038,0.0612,0,-11.7,-23.61,31.52,126.93,7.91,-83.54,3.1,993.03,82.3,23.1,71.74,39.68404,-78.66665,825.81,982.8871895,,125.1,29.032257,237.7,16 / 19,"$GPRMC,183320,A,3941.042506,N,07839.998885,W,67.5,237.7,150117,0.0,E,D*33::$GPGSA,A,3,01,10,11,12,14,15,18,20,21,24,25,27,1.3,0.9,0.9*3E::$GPGGA,183320,3941.042506,N,07839.998885,W,2,14,0.9,298.0,M,-42.0,M,,*7E::$GPGSV,3,3,19,01,09,320,,11,08,302,*71::$GPVTG,237.7,T,237.7,M,67.5,N,125.1,K,D*15::$GLGSV,3,3,19,71,07,115,*59",6510008,2017-01-15 17:43:30:738
9.3954,-1.2923,0.568,9.638,-1.3926,1.1575,-0.2426,0.1004,-0.5895,0.0185,-0.0386,0.0499,0,-12.26,-23.37,31.76,126.87,8.18,-83.13,3.1,993.85,82.3,23,70.94,39.68252,-78.67032,796.77,885.2359456,,128.7,32.258064,245.9,16 / 19,"$GPRMC,183330,A,3940.951191,N,07840.219340,W,69.5,245.9,150117,0.0,E,D*39::$GPGSA,A,3,01,10,11,12,14,15,18,20,21,24,25,27,1.3,0.9,0.9*3E::$GPGGA,183330,3940.951191,N,07840.219340,W,2,14,0.9,289.0,M,-42.0,M,,*71::$GPGSV,3,3,19,01,10,320,,11,08,300,*7B::$GPVTG,245.9,T,245.9,M,69.5,N,128.7,K,D*10::$GLGSV,3,3,19,71,07,115,*59",6520008,2017-01-15 17:43:40:738
10.2574,-1.2989,0.1945,9.7214,-1.1038,0.6678,0.5359,-0.1951,-0.4733,0.0503,-5.00E-04,0.0712,0,-11.87,-24.87,31.9,128.39,6.46,-86.07,3.1,993.55,82.3,23.1,70.834,39.681347,-78.674126,961.29,885.2359456,,126.9,32.258064,248.3,16 / 19,"$GPRMC,183340,A,3940.880950,N,07840.447507,W,68.5,248.3,150117,0.0,E,D*38::$GPGSA,A,3,01,10,11,12,14,15,18,20,21,24,25,27,1.3,0.9,0.9*3E::$GPGGA,183340,3940.880950,N,07840.447507,W,2,14,0.9,340.0,M,-42.0,M,,*72::$GPGSV,3,3,19,01,10,320,,11,08,300,*7B::$GPVTG,248.3,T,248.3,M,68.5,N,126.9,K,D*11::$GLGSV,3,2,19,72,52,088,26,66,07,309,,82,00,000,,81,10,309,*6F",6530008,2017-01-15 17:43:50:739
9.6636,-0.735,0.5447,9.742,-0.8448,0.7418,-0.0784,0.1097,-0.1971,0.0286,-0.0234,0.0709,0,-12.24,-27.13,32.35,130.19,4.95,-85.65,3.1,994.95,82.3,23.1,70.354,39.68012,-78.67832,812.9,876.1051021,,126,32.258064,250.5,15 / 18,"$GPRMC,183351,A,3940.807300,N,07840.699189,W,68.0,250.5,150117,0.0,E,D*31::$GPGSA,A,3,01,10,11,12,14,15,18,20,21,24,25,27,1.4,1.1,0.9*30::$GPGGA,183351,3940.807300,N,07840.699189,W,2,14,1.1,294.0,M,-42.0,M,,*70::$GPGSV,3,3,18,01,10,320,,11,08,300,*7A::$GPVTG,250.5,T,250.5,M,68.0,N,126.0,K,D*1D::$GLGSV,2,2,18,66,07,309,,82,00,000,,81,10,309,,71,07,115,*6D",6540008,2017-01-15 17:44:00:738
10.4453,-1.0834,0.6213,9.6955,-1.3262,0.6392,0.7498,0.2428,-0.0179,0.0402,-0.0408,0.0722,0,-12.11,-23.25,30.56,127.26,7.77,-86.23,3.1,994.84,82.3,23.1,71.01,39.679203,-78.68179,793.55,876.1051021,,127.8,32.258064,249.8,16 / 19,"$GPRMC,183400,A,3940.752267,N,07840.907691,W,69.0,249.8,150117,0.0,E,D*3F::$GPGSA,A,3,01,10,11,12,14,15,18,20,21,24,25,27,1.4,1.0,0.9*31::$GPGGA,183400,3940.752267,N,07840.907691,W,2,14,1.0,288.0,M,-42.0,M,,*76::$GPGSV,3,3,19,01,10,320,,11,08,300,*7B::$GPVTG,249.8,T,249.8,M,69.0,N,127.8,K,D*15::$GLGSV,3,1,19,74,52,043,16,76,12,196,26,75,61,167,30,65,56,341,27*66",6550007,2017-01-15 17:44:10:739
9.7318,-1.5245,1.0582,9.5941,-1.8817,0.7637,0.1378,0.3572,0.2945,0.0423,-0.0276,0.0722,0,-11.75,-22.47,29.83,127.21,11.06,-85.45,3.1,993.13,82.5,23.1,70.363,39.678005,-78.685425,790.32,898.7017268,,119.7,32.258064,244.8,16 / 19,"$GPRMC,183410,A,3940.680206,N,07841.125611,W,64.6,244.8,150117,0.0,E,D*30::$GPGSA,A,3,01,10,11,12,14,15,18,20,21,24,25,27,1.2,0.9,0.8*3E::$GPGGA,183410,3940.680206,N,07841.125611,W,2,14,0.9,287.0,M,-42.0,M,,*78::$GPGSV,3,3,19,01,10,320,,11,08,300,*7B::$GPVTG,244.8,T,244.8,M,64.6,N,119.7,K,D*1C::$GLGSV,3,3,19,81,10,309,*5F",6560008,2017-01-15 17:44:20:738
9.5277,-1.3821,0.5088,9.6947,-1.3525,0.5946,-0.167,-0.0295,-0.0859,0.05,-0.0295,0.0609,0,-12.27,-22.61,29.71,128.24,7.93,-86.5,3.1,992.65,82.6,23.1,70.992,39.67635,-78.6893,796.77,898.7017268,,125.1,32.258064,238,16 / 19,"$GPRMC,183421,A,3940.580946,N,07841.358246,W,67.5,238.0,150117,0.0,E,D*33::$GPGSA,A,3,01,10,11,12,14,15,18,20,21,24,25,27,1.2,0.9,0.8*3E::$GPGGA,183421,3940.580946,N,07841.358246,W,2,14,0.9,289.0,M,-42.0,M,,*76::$GPGSV,3,3,19,01,10,320,,11,08,300,*7B::$GPVTG,238.0,T,238.0,M,67.5,N,125.1,K,D*15::$GLGSV,3,3,19,81,10,309,*5F",6570008,2017-01-15 17:44:30:738
9.4667,-1.0672,0.6111,9.7408,-0.8362,0.7663,-0.2742,-0.231,-0.1552,0.0353,-0.0368,0.0691,0,-157.78,11.2,35.38,96.51,4.9,-85.53,3.1,993.64,82.4,23.2,72.503,39.674652,-78.692375,777.42,777.8214293,,128.7,29.032257,232.9,16 / 19,"$GPRMC,183430,A,3940.479202,N,07841.542399,W,69.5,232.9,150117,0.0,E,D*3C::$GPGSA,A,3,01,10,11,12,14,15,18,20,21,24,25,27,1.1,0.8,0.8*3C::$GPGGA,183430,3940.479202,N,07841.542399,W,2,14,0.8,283.0,M,-42.0,M,,*7F::$GPGSV,3,3,19,31,33,217,33,32,66,327,30*73::$GPVTG,232.9,T,232.9,M,69.5,N,128.7,K,D*10::$GLGSV,3,1,19,74,52,043,31,66,07,309,20,76,12,196,18,75,61,167,23*60",6580008,2017-01-15 17:44:40:742
9.6935,-1.3312,0.4202,9.6862,-1.3321,0.7566,0.0073,9.00E-04,-0.3364,0.0472,-0.0393,0.0609,0,-6.21,-16.53,27.64,121.45,7.81,-85.53,3.1,993.93,82.6,23.1,70.554,39.672604,-78.69545,767.74,777.8214293,,123.3,32.258064,228,16 / 19,"$GPRMC,183440,A,3940.356249,N,07841.727062,W,66.6,228.0,150117,0.0,E,D*36::$GPGSA,A,3,01,10,11,12,14,15,18,20,21,24,25,27,1.1,0.8,0.8*3C::$GPGGA,183440,3940.356249,N,07841.727062,W,2,14,0.8,280.0,M,-42.0,M,,*78::$GPGSV,3,3,19,31,33,217,32,32,66,327,31*73::$GPVTG,228.0,T,228.0,M,66.6,N,123.3,K,D*13::$GLGSV,3,3,19,71,07,115,*59",6590007,2017-01-15 17:44:50:739
9.3691,-1.4569,2.2613,9.362,-1.0263,2.7331,0.0071,-0.4306,-0.4718,-0.0276,-0.0408,0.0569,0,-4.03,-20.5,29.17,123.88,6.01,-73.73,3.1,994.32,82.5,23.1,70.896,39.670517,-78.69848,748.39,777.8214293,,123.3,32.258064,230.2,16 / 19,"$GPRMC,183450,A,3940.231021,N,07841.908669,W,66.6,230.2,150117,0.0,E,D*3E::$GPGSA,A,3,01,10,11,12,14,15,18,20,21,24,25,27,1.2,0.8,0.8*3F::$GPGGA,183450,3940.231021,N,07841.908669,W,2,14,0.8,274.0,M,-42.0,M,,*70::$GPGSV,3,3,19,31,33,217,33,32,66,327,27*75::$GPVTG,230.2,T,230.2,M,66.6,N,123.3,K,D*13::$GLGSV,3,3,19,71,07,115,*59",6600007,2017-01-15 17:45:00:738
9.7486,-0.6051,3.0885,9.4275,-0.6488,2.6214,0.3211,0.0436,0.4671,-0.0423,-0.0325,0.0633,0,-7.85,-30.64,31.45,133.98,3.79,-74.46,3.1,996.08,82.4,23.1,70.865,39.669464,-78.7024,729.03,867.8917884,,131.4,32.258064,266.8,16 / 19,"$GPRMC,183500,A,3940.167826,N,07842.143836,W,71.0,266.8,150117,0.0,E,D*3C::$GPGSA,A,3,01,10,11,12,14,15,18,20,21,24,25,27,1.3,0.9,0.9*3E::$GPGGA,183500,3940.167826,N,07842.143836,W,2,14,0.9,268.0,M,-42.0,M,,*77::$GPGSV,3,3,19,32,66,327,28,11,08,300,*77::$GPVTG,266.8,T,266.8,M,71.0,N,131.4,K,D*17::$GLGSV,3,2,19,65,56,341,28,81,10,309,13,72,52,088,27,82,00,000,*6D",6610007,2017-01-15 17:45:10:738
9.5235,-0.9164,0.9295,9.7784,-0.544,0.5073,-0.2549,-0.3724,0.4222,0.031,-0.0316,0.0651,0,-8.84,-35.21,28.67,140.23,3.18,-87.03,3.1,998.02,82.5,22.9,70.343,39.67016,-78.70629,683.87,867.8917884,,113.4,29.032257,289.5,16 / 19,"$GPRMC,183510,A,3940.209625,N,07842.377188,W,61.2,289.5,150117,0.0,E,D*3D::$GPGSA,A,3,01,10,11,12,14,15,18,20,21,24,25,27,1.2,0.9,0.8*3E::$GPGGA,183510,3940.209625,N,07842.377188,W,2,14,0.9,254.0,M,-42.0,M,,*76::$GPGSV,3,3,19,31,33,217,23,32,66,327,28*7B::$GPVTG,289.5,T,289.5,M,61.2,N,113.4,K,D*14::$GLGSV,3,2,19,65,56,341,30,81,10,309,18,72,52,088,16,82,00,000,*6D",6620008,2017-01-15 17:45:20:739
8.5329,0.8715,1.0235,9.7476,-0.4369,0.9814,-1.2147,1.3084,0.0421,0.0112,-0.0554,0.0465,0,-8.96,-35.91,28.84,140.61,2.55,-84.25,3.1,999.33,82.6,23.2,70.263,39.67116,-78.70953,638.71,771.1586252,,105.3,32.258064,293.9,16 / 19,"$GPRMC,183520,A,3940.269713,N,07842.572278,W,56.9,293.9,150117,0.0,E,D*3B::$GPGSA,A,3,01,10,11,12,14,15,18,20,21,24,25,27,1.0,0.7,0.7*3D::$GPGGA,183520,3940.269713,N,07842.572278,W,2,14,0.7,240.0,M,-42.0,M,,*73::$GPGSV,3,3,19,31,33,217,27,32,66,327,25*72::$GPVTG,293.9,T,293.9,M,56.9,N,105.3,K,D*1B::$GLGSV,3,3,19,82,00,000,*57",6630007,2017-01-15 17:45:30:738
9.5894,0.9954,1.0379,9.7464,0.3782,1.0178,-0.157,0.6171,0.0201,0.0124,-0.0331,0.0413,0,-9.97,-38.43,24.75,145.51,-2.12,-84.03,3.1,1000.07,82.4,23.1,69.076,39.67252,-78.71219,622.58,771.1586252,,73.8,32.258064,312.5,16 / 19,"$GPRMC,183531,A,3940.351184,N,07842.731549,W,39.8,312.5,150117,0.0,E,D*35::$GPGSA,A,3,01,10,11,12,14,15,18,20,21,24,25,27,1.0,0.7,0.7*3D::$GPGGA,183531,3940.351184,N,07842.731549,W,2,14,0.7,235.0,M,-42.0,M,,*73::$GPGSV,3,3,19,31,33,217,27,32,66,327,29*7E::$GPVTG,312.5,T,312.5,M,39.8,N,73.8,K,D*28::$GLGSV,3,3,19,82,00,000,*57",6640008,2017-01-15 17:45:40:739
9.314,-2.8587,-0.6009,9.5169,-2.3661,-0.025,-0.4758,-0.4782,-0.5436,0.1975,-0.1144,0.0801,0,-9.33,-37.19,26.83,144.67,13.82,-90.03,3.1,1000.33,82.5,23.1,61.862,39.67316,-78.71298,625.81,731.2251025,,16.2,32.258064,317.4,16 / 19,"$GPRMC,183540,A,3940.389686,N,07842.778980,W,8.7,317.4,150117,0.0,E,D*0E::$GPGSA,A,3,01,10,11,12,14,15,18,20,21,24,25,27,1.1,0.8,0.7*33::$GPGGA,183540,3940.389686,N,07842.778980,W,2,14,0.8,236.0,M,-42.0,M,,*7D::$GPGSV,3,3,19,32,66,327,32,24,17,046,*75::$GPVTG,317.4,T,317.4,M,8.7,N,16.2,K,D*1C::$GLGSV,3,3,19,82,00,000,*57",6650007,2017-01-15 17:45:50:738
10.7368,-2.1985,0.9804,9.5017,-2.0417,1.3113,1.2351,-0.1568,-0.3309,-0.012,-0.0069,0.0447,0,-18.09,-18.68,3.64,163.85,12.02,-82.14,3.1,999.5,82.5,23.1,69.275,39.673046,-78.714096,632.26,731.2251025,,52.2,32.258064,256.9,16 / 19,"$GPRMC,,V,,,,,,,,,,N*53::$GPGSA,A,1,,,,,,,,,,,,,,,*1E::$GPGGA,,,,,,0,,,,,,,,*66::$GPGSV,3,3,19,31,33,217,23,32,66,327,30*72::$GPVTG,,T,,M,,N,,K,N*2C::$GLGSV,3,3,19,82,00,000,*57",6660007,2017-01-15 17:46:00:738
10.0922,-0.3543,0.8577,9.7531,-0.6311,0.8062,0.3391,0.2768,0.0515,0.0219,-0.0319,0.0688,0,-9.15,-31,31.08,134.74,3.69,-85.27,3.1,999.19,82.5,23.1,66.41,39.67308,-78.715965,635.48,740.9072747,,50.4,29.032257,278.3,16 / 19,"$GPRMC,183601,A,3940.384686,N,07842.957929,W,27.2,278.3,150117,0.0,E,D*32::$GPGSA,A,3,01,10,11,12,14,15,18,20,21,24,25,27,1.0,0.7,0.7*3D::$GPGGA,183601,3940.384686,N,07842.957929,W,2,14,0.7,239.0,M,-42.0,M,,*76::$GPGSV,3,3,19,31,33,217,27,32,66,327,29*7E::$GPVTG,278.3,T,278.3,M,27.2,N,50.4,K,D*20::$GLGSV,3,3,19,82,00,000,*57",6670009,2017-01-15 17:46:10:738
10.0688,1.066,1.0038,9.6559,1.3932,0.9963,0.4129,-0.3272,0.0075,0.028,-0.0276,0.0615,0,-9.71,-33.54,29.87,135.75,-8.18,-84.11,3.1,999.54,82.5,23.1,63.689,39.673237,-78.71707,629.03,740.9072747,,19.8,29.032257,280.6,16 / 19,"$GPRMC,183610,A,3940.394175,N,07843.024465,W,10.7,280.6,150117,0.0,E,D*32::$GPGSA,A,3,01,10,11,12,14,15,18,20,21,24,25,27,1.0,0.7,0.7*3D::$GPGGA,183610,3940.394175,N,07843.024465,W,2,14,0.7,237.0,M,-42.0,M,,*7B::$GPGSV,3,3,19,31,34,217,29,32,66,330,27*7F::$GPVTG,280.6,T,280.6,M,10.7,N,19.8,K,D*20::$GLGSV,3,3,19,82,00,000,*57",6680008,2017-01-15 17:46:20:738
10.4896,-1.3192,0.82,9.5576,-1.8295,-1.2148,0.932,0.5103,2.0349,0.0536,-0.0222,0.0633,0,-5.06,-9.69,19.55,120.29,10.75,-97.24,3.1,999.63,82.6,23.1,65.471,39.673073,-78.71749,629.03,751.7784611,,33.3,29.032257,208.7,16 / 19,"$GPRMC,183620,A,3940.384433,N,07843.049160,W,18.0,208.7,150117,0.0,E,D*32::$GPGSA,A,3,01,10,11,12,14,15,18,20,21,24,25,27,1.0,0.7,0.7*3D::$GPGGA,183620,3940.384433,N,07843.049160,W,2,14,0.7,237.0,M,-42.0,M,,*75::$GPGSV,3,3,19,31,34,217,28,32,66,330,25*7C::$GPVTG,208.7,T,208.7,M,18.0,N,33.3,K,D*2C::$GLGSV,3,3,19,82,00,000,*57",6690008,2017-01-15 17:46:30:738
9.818,-0.2496,1.0175,9.722,-0.4862,1.1906,0.0961,0.2366,-0.173,0.0167,-0.0145,0.0294,0,-6.68,-21.09,-4.97,190.91,2.93,-83.05,3.1,999.16,82.6,23.1,56.527,39.672596,-78.717026,641.94,751.7784611,,23.4,29.032257,101.2,16 / 19,"$GPRMC,183631,A,3940.355799,N,07843.021181,W,12.6,101.2,150117,0.0,E,D*3F::$GPGSA,A,3,01,10,11,12,14,15,18,20,21,24,25,27,1.0,0.7,0.7*3D::$GPGGA,183631,3940.355799,N,07843.021181,W,2,14,0.7,241.0,M,-42.0,M,,*7A::$GPGSV,3,3,19,31,34,217,25,32,66,330,26*72::$GPVTG,101.2,T,101.2,M,12.6,N,23.4,K,D*26::$GLGSV,3,3,19,82,00,000,*57",6700007,2017-01-15 17:46:40:739
10.009,0.8517,1.0936,9.7677,-0.2951,0.8222,0.2413,1.1468,0.2714,0.0603,-0.0377,0.0572,0,-16.69,-35.42,12.11,159.88,1.86,-85.25,3.1,999.19,82.6,23.2,51.089,39.67266,-78.7167,641.94,762.2722328,,8.1,19.35484,24.9,16 / 19,"$GPRMC,183640,A,3940.359676,N,07843.001849,W,4.4,24.9,150117,0.0,E,D*32::$GPGSA,A,3,01,10,11,12,14,15,18,20,21,24,25,27,1.0,0.7,0.7*3D::$GPGGA,183640,3940.359676,N,07843.001849,W,2,14,0.7,241.0,M,-42.0,M,,*7F::$GPGSV,3,3,19,31,34,217,31,32,66,330,30*70::$GPVTG,24.9,T,24.9,M,4.4,N,8.1,K,D*2F::$GLGSV,3,3,19,82,00,000,*57",6710007,2017-01-15 17:46:50:739
